budget,genres,movie_id,original_language,original_title,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count
200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",14161,en,2012,45.274225,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/10/2009,769653595,158,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""bo"", ""name"": """"}]",Released,2012,5.6,4903
200000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",17979,en,A Christmas Carol,39.744242,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/4/2009,325233863,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Christmas Carol,6.6,1095
176000003,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",76757,en,Jupiter Ascending,85.36908,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/4/2015,183987723,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Jupiter Ascending,5.2,2768
180000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",258489,en,The Legend of Tarzan,42.741719,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/29/2016,356743061,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Legend of Tarzan,5.5,2430
180000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",411,en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",67.391328,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/7/2005,748806957,143,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2629
178000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",246655,en,X-Men: Apocalypse,139.272042,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/18/2016,543934787,144,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,X-Men: Apocalypse,6.4,4721
185000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",155,en,The Dark Knight,187.322927,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/16/2008,1004558444,152,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,The Dark Knight,8.2,12002
175000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",14160,en,Up,92.201962,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/13/2009,735099082,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Up,7.7,6870
175000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",15512,en,Monsters vs Aliens,36.167578,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/19/2009,381509870,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Monsters vs Aliens,6,1423
140000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",1726,en,Iron Man,120.725053,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/30/2008,585174222,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fa"", ""name"": ""\u0641\u0627\u0631\u0633\u06cc""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}]",Released,Iron Man,7.4,8776
170000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",44826,en,Hugo,32.319043,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",11/22/2011,185770160,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hugo,7,2141
170000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 37, ""name"": ""Western""}]",8487,en,Wild Wild West,40.748915,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/29/1999,222104681,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Wild Wild West,5.1,1020
145000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",1735,en,The Mummy: Tomb of the Dragon Emperor,60.034162,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/1/2008,401128639,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""sa"", ""name"": """"}]",Released,The Mummy: Tomb of the Dragon Emperor,5.2,1387
175000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",297761,en,Suicide Squad,90.23792,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/2/2016,745000000,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Suicide Squad,5.9,7458
175000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2698,en,Evan Almighty,27.082182,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/9/2007,173000000,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Evan Almighty,5.3,1151
178000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",137113,en,Edge of Tomorrow,79.456485,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/27/2014,370541256,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Edge of Tomorrow,7.6,4858
175000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",9804,en,Waterworld,44.640292,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/28/1995,264218220,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Waterworld,5.9,992
175000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",14869,en,G.I. Joe: The Rise of Cobra,32.852443,"[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/4/2009,302469017,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""gd"", ""name"": """"}]",Released,G.I. Joe: The Rise of Cobra,5.6,1962
175000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",150540,en,Inside Out,128.655964,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/9/2015,857611174,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Inside Out,8,6560
175000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",278927,en,The Jungle Book,94.199316,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/7/2016,966550600,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Jungle Book,6.7,2892
200000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",10138,en,Iron Man 2,77.300194,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/28/2010,623933331,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Iron Man 2,6.6,6849
170000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",58595,en,Snow White and the Huntsman,77.178973,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/30/2012,396600000,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Snow White and the Huntsman,5.8,3118
180000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",102651,en,Maleficent,110.620647,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/28/2014,758539785,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Maleficent,7,4496
170000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",119450,en,Dawn of the Planet of the Apes,243.791743,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/26/2014,710644566,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dawn of the Planet of the Apes,7.3,4410
27000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10749, ""name"": ""Romance""}]",79698,en,The Lovers,2.418535,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""IN"", ""name"": ""India""}]",2/13/2015,0,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Lovers,4.8,34
175000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",64686,en,47 Ronin,41.796339,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/6/2013,150962475,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,47 Ronin,5.9,1326
170000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",100402,en,Captain America: The Winter Soldier,72.225265,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/20/2014,714766572,136,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Captain America: The Winter Soldier,7.6,5764
165000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",10192,en,Shrek Forever After,44.041186,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/16/2010,752600867,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Shrek Forever After,6,1959
190000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",158852,en,Tomorrowland,130.311355,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/19/2015,209154322,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Tomorrowland,6.2,2846
165000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",177572,en,Big Hero 6,203.73459,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/24/2014,652105443,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Big Hero 6,7.8,6135
165000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",82690,en,Wreck-It Ralph,62.341073,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/1/2012,471222889,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Wreck-It Ralph,7.1,4570
165000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",5255,en,The Polar Express,47.323228,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/10/2004,305875730,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Polar Express,6.4,1474
165000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",47933,en,Independence Day: Resurgence,48.775723,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/22/2016,389681935,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Independence Day: Resurgence,4.9,2491
165000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",10191,en,How to Train Your Dragon,67.263269,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/5/2010,494878759,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,How to Train Your Dragon,7.5,4227
200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",296,en,Terminator 3: Rise of the Machines,69.405188,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/2/2003,435000000,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Terminator 3: Rise of the Machines,5.9,2143
170000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",118340,en,Guardians of the Galaxy,481.098624,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/30/2014,773328629,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Guardians of the Galaxy,7.9,9742
165000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",157336,en,Interstellar,724.247784,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",11/5/2014,675120017,169,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Interstellar,8.1,10867
160000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]",27205,en,Inception,167.58371,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/14/2010,825532764,148,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Inception,8.1,13752
15000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",315011,ja,シン・ゴジラ,9.476999,"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",7/29/2016,77000000,120,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Shin Godzilla,6.5,143
250000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",49051,en,The Hobbit: An Unexpected Journey,108.849621,"[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/26/2012,1021103568,169,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Hobbit: An Unexpected Journey,7,8297
38000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",9799,en,The Fast and the Furious,6.909942,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/22/2001,207283925,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Fast and the Furious,6.6,3428
150000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",4922,en,The Curious Case of Benjamin Button,60.269279,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/24/2008,333932083,166,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Curious Case of Benjamin Button,7.3,3292
160000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",49538,en,X-Men: First Class,3.195174,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/24/2011,353624124,132,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,X-Men: First Class,7.1,5181
160000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",131634,en,The Hunger Games: Mockingjay - Part 2,127.284427,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/18/2015,653428261,137,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Hunger Games: Mockingjay - Part 2,6.6,3984
150000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",27022,en,The Sorcerer's Apprentice,35.580815,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/13/2010,215283742,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Sorcerer's Apprentice,5.8,1470
160000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",503,en,Poseidon,21.133748,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/12/2006,181674817,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Poseidon,5.5,583
